[2018-11-29 15:28:53,984 INFO] Loading train dataset from data/wdw100k_context2question.train.0.pt, number of examples: 127786
[2018-11-29 15:28:54,137 INFO]  * vocabulary size. source = 98448; target = 99377
[2018-11-29 15:28:54,137 INFO] Building model...
[2018-11-29 15:28:54,137 INFO] Building encoder......
[2018-11-29 15:28:55,553 INFO] RNNEncoder: type LSTM, bidir 0, layers 2, hidden size 1500, dropout 0.65
[2018-11-29 15:28:55,870 INFO] Building decoder......
[2018-11-29 15:45:40,667 INFO] Loading train dataset from data/wdw100k_context2question.train.0.pt, number of examples: 127786
[2018-11-29 15:45:40,801 INFO]  * vocabulary size. source = 100005; target = 100005
[2018-11-29 15:45:40,802 INFO] Building model...
[2018-11-29 15:45:40,802 INFO] Building encoder......
[2018-11-29 15:45:42,380 INFO] RNNEncoder: type LSTM, bidir 0, layers 2, hidden size 1500, dropout 0.65
[2018-11-29 15:45:42,696 INFO] Building decoder......
[2018-11-29 15:45:44,144 INFO] ** Sharing word embedding matrix between src/tgt
[2018-11-29 15:45:44,145 INFO] InputFeedRNNDecoder: type LSTM, bidir 0, layers 2, hidden size 1500, general global attn (softmax), coverage attn 0, copy attn 0, dropout 0.65
[2018-11-29 15:45:44,625 INFO] Building NMTModel......
[2018-11-29 15:45:44,626 INFO] Building generator......
[2018-11-29 15:45:45,931 INFO] ** Sharing generator softmax with tgt word embedding
[2018-11-29 15:45:45,933 INFO] Initializing parameters......
[2018-11-29 15:45:45,933 INFO] WARNING: NOT USING XAVIER INITIALIZATION? WILL JUST USE UNIF(+- 0.10)
[2018-11-29 15:45:54,192 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(100005, 1500, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(1500, 1500, num_layers=2, dropout=0.65)
  )
  (decoder): InputFeedRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(100005, 1500, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.65)
    (rnn): StackedLSTM(
      (dropout): Dropout(p=0.65)
      (layers): ModuleList(
        (0): LSTMCell(3000, 1500)
        (1): LSTMCell(1500, 1500)
      )
    )
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=1500, out_features=1500, bias=False)
      (linear_out): Linear(in_features=3000, out_features=1500, bias=False)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=1500, out_features=100005, bias=True)
    (1): LogSoftmax()
  )
)
[2018-11-29 15:45:54,194 INFO] encoder: 186031500
[2018-11-29 15:45:54,194 INFO] decoder: 51874005
[2018-11-29 15:45:54,194 INFO] * number of parameters: 237905505
[2018-11-29 15:45:54,194 INFO] * Opt: sgd (rate 1.00000, maxgnorm 5.0, standard decay, decay_rate 0.5, start_decay_at 50000, decay_every 10000, ab1 0.90000, ab2 0.99900, adagradaccum 0.0, warmupsteps 4000, hiddensize 1500)
[2018-11-29 15:45:54,194 INFO] * model_saver built, using it to build trainer with 
[2018-11-29 15:45:54,195 INFO] Building trainer.......
[2018-11-29 15:45:54,195 INFO] * cross-entropy loss over 100005 tgt words (label smoothing 0.0)
[2018-11-29 15:45:54,195 INFO] Starting training on GPU: [0]
[2018-11-29 15:45:54,196 INFO] Start training...
[2018-11-29 15:46:11,623 INFO] Loading train dataset from data/wdw100k_context2question.train.0.pt, number of examples: 127786
[2018-11-29 16:05:06,062 INFO] Step 50/100000; acc:   3.38; ppl: 3992.05; xent: 8.29; lr: 1.00000; 433/367 tok/s;   1134 sec
[2018-11-29 16:24:27,730 INFO] Step 100/100000; acc:  11.43; ppl: 690.12; xent: 6.54; lr: 1.00000; 154/773 tok/s;   2296 sec
[2018-11-29 16:45:18,047 INFO] Step 150/100000; acc:  12.43; ppl: 603.41; xent: 6.40; lr: 1.00000; 361/435 tok/s;   3546 sec
[2018-11-29 17:06:11,264 INFO] Step 200/100000; acc:  14.43; ppl: 395.65; xent: 5.98; lr: 1.00000; 379/287 tok/s;   4800 sec
[2018-11-29 17:25:59,734 INFO] Step 250/100000; acc:  15.57; ppl: 391.55; xent: 5.97; lr: 1.00000; 260/448 tok/s;   5988 sec
[2018-11-29 17:45:38,326 INFO] Step 300/100000; acc:  15.52; ppl: 368.33; xent: 5.91; lr: 1.00000; 320/425 tok/s;   7167 sec
[2018-11-29 18:01:09,587 INFO] Step 350/100000; acc:  15.36; ppl: 331.39; xent: 5.80; lr: 1.00000; 247/241 tok/s;   8098 sec
[2018-11-29 18:25:51,968 INFO] Step 400/100000; acc:  16.93; ppl: 336.92; xent: 5.82; lr: 1.00000; 245/408 tok/s;   9580 sec
[2018-11-29 18:43:59,363 INFO] Step 450/100000; acc:  17.85; ppl: 222.71; xent: 5.41; lr: 1.00000; 274/510 tok/s;  10668 sec
[2018-11-29 19:10:09,167 INFO] Step 500/100000; acc:  17.90; ppl: 316.45; xent: 5.76; lr: 1.00000; 292/447 tok/s;  12238 sec
[2018-11-29 19:29:19,365 INFO] Step 550/100000; acc:  16.89; ppl: 275.48; xent: 5.62; lr: 1.00000; 282/261 tok/s;  13388 sec
[2018-11-29 19:47:43,905 INFO] Step 600/100000; acc:  17.15; ppl: 249.52; xent: 5.52; lr: 1.00000; 325/271 tok/s;  14492 sec
[2018-11-29 20:09:36,440 INFO] Step 650/100000; acc:  18.27; ppl: 237.66; xent: 5.47; lr: 1.00000; 246/624 tok/s;  15805 sec
[2018-11-29 20:30:00,237 INFO] Step 700/100000; acc:  18.09; ppl: 257.93; xent: 5.55; lr: 1.00000; 377/403 tok/s;  17029 sec
[2018-11-29 20:49:05,931 INFO] Step 750/100000; acc:  18.90; ppl: 199.53; xent: 5.30; lr: 1.00000; 293/222 tok/s;  18174 sec
[2018-11-29 21:09:36,105 INFO] Step 800/100000; acc:  19.46; ppl: 151.29; xent: 5.02; lr: 1.00000; 528/576 tok/s;  19404 sec
[2018-11-29 21:30:15,073 INFO] Step 850/100000; acc:  19.68; ppl: 225.35; xent: 5.42; lr: 1.00000; 333/288 tok/s;  20643 sec
[2018-11-29 21:49:21,330 INFO] Step 900/100000; acc:  19.43; ppl: 184.35; xent: 5.22; lr: 1.00000; 200/564 tok/s;  21790 sec
[2018-11-29 22:09:31,796 INFO] Step 950/100000; acc:  19.31; ppl: 191.72; xent: 5.26; lr: 1.00000; 297/596 tok/s;  23000 sec
[2018-11-29 22:28:48,006 INFO] Step 1000/100000; acc:  20.74; ppl: 181.01; xent: 5.20; lr: 1.00000; 228/697 tok/s;  24156 sec
[2018-11-29 22:48:46,465 INFO] Step 1050/100000; acc:  19.68; ppl: 190.68; xent: 5.25; lr: 1.00000; 305/237 tok/s;  25355 sec
[2018-11-29 23:09:33,142 INFO] Step 1100/100000; acc:  20.35; ppl: 138.56; xent: 4.93; lr: 1.00000;  88/579 tok/s;  26602 sec
[2018-11-29 23:34:08,698 INFO] Step 1150/100000; acc:  20.75; ppl: 169.43; xent: 5.13; lr: 1.00000; 293/354 tok/s;  28077 sec
