[2018-11-21 14:10:28,210 INFO] Loading train dataset from data/ptb.train.0.pt, number of examples: 42068
[2018-11-21 14:10:28,218 INFO]  * vocabulary size. source = 3; target = 10002
[2018-11-21 14:10:28,218 INFO] Building model...
[2018-11-21 14:10:28,218 INFO] Building encoder......
[2018-11-21 14:10:28,219 INFO] RNNEncoder: type LSTM, bidir 0, layers 2, hidden size 2000, dropout 0.65
[2018-11-21 14:10:28,789 INFO] Building decoder......
[2018-11-21 14:10:29,651 INFO] Building NMTModel......
[2018-11-21 14:10:29,651 INFO] Building generator......
[2018-11-21 14:10:29,828 INFO] ** Sharing generator softmax with tgt word embedding
[2018-11-21 14:10:29,829 INFO] Initializing parameters......
[2018-11-21 14:10:29,829 INFO] WARNING: NOT USING XAVIER INITIALIZATION? WILL JUST USE UNIF(+- 0.10)
[2018-11-21 14:10:34,053 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(3, 2000, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(2000, 2000, num_layers=2, dropout=0.65)
  )
  (decoder): StdRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(10002, 2000, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.65)
    (rnn): LSTM(2000, 2000, num_layers=2, dropout=0.65)
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=2000, out_features=2000, bias=False)
      (linear_out): Linear(in_features=4000, out_features=2000, bias=False)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=2000, out_features=10002, bias=True)
    (1): LogSoftmax()
  )
)
[2018-11-21 14:10:34,055 INFO] encoder: 64038000
[2018-11-21 14:10:34,055 INFO] decoder: 96046002
[2018-11-21 14:10:34,055 INFO] * number of parameters: 160084002
[2018-11-21 14:10:34,056 INFO] * Opt: sgd (rate 1.00000, maxgnorm 5.0, standard decay, decay_rate 0.5, start_decay_at 50000, decay_every 10000, ab1 0.90000, ab2 0.99900, adagradaccum 0.0, warmupsteps 4000, hiddensize 2000)
[2018-11-21 14:10:34,056 INFO] * model_saver built, using it to build trainer with 
[2018-11-21 14:10:34,056 INFO] Building trainer.......
[2018-11-21 14:10:34,057 INFO] * cross-entropy loss over 10002 tgt words (label smoothing 0.0)
[2018-11-21 14:10:34,057 INFO] Starting training on GPU: [0]
[2018-11-21 14:10:34,058 INFO] Start training...
[2018-11-21 14:10:34,462 INFO] Loading train dataset from data/ptb.train.0.pt, number of examples: 42068
[2018-11-21 14:10:38,149 INFO] Step 50/100000; acc:   1.50; ppl: 11459.25; xent: 9.35; lr: 1.00000; 415/4148 tok/s;      4 sec
[2018-11-21 14:10:41,844 INFO] Step 100/100000; acc:   4.38; ppl: 159816.41; xent: 11.98; lr: 1.00000; 280/6727 tok/s;      7 sec
[2018-11-21 14:10:45,383 INFO] Step 150/100000; acc:   3.85; ppl: 5357.04; xent: 8.59; lr: 1.00000; 268/6965 tok/s;     11 sec
[2018-11-21 14:10:49,071 INFO] Step 200/100000; acc:   4.55; ppl: 1390.29; xent: 7.24; lr: 1.00000; 481/2646 tok/s;     15 sec
[2018-11-21 14:10:52,454 INFO] Step 250/100000; acc:  21.05; ppl: 2808.47; xent: 7.94; lr: 1.00000; 510/2421 tok/s;     18 sec
[2018-11-21 14:10:56,297 INFO] Step 300/100000; acc:   5.00; ppl: 3379.35; xent: 8.13; lr: 1.00000; 319/6065 tok/s;     22 sec
[2018-11-21 14:11:00,033 INFO] Step 350/100000; acc:   8.33; ppl: 1084.96; xent: 6.99; lr: 1.00000; 257/6942 tok/s;     26 sec
[2018-11-21 14:11:03,637 INFO] Step 400/100000; acc:   3.00; ppl: 1381.04; xent: 7.23; lr: 1.00000; 350/5253 tok/s;     29 sec
[2018-11-21 14:11:07,297 INFO] Step 450/100000; acc:   5.00; ppl: 202332.66; xent: 12.22; lr: 1.00000; 316/6313 tok/s;     33 sec
[2018-11-21 14:11:10,916 INFO] Step 500/100000; acc:   2.62; ppl: 1691.12; xent: 7.43; lr: 1.00000; 244/7441 tok/s;     36 sec
[2018-11-21 14:11:14,619 INFO] Step 550/100000; acc:   4.03; ppl: 1859.79; xent: 7.53; lr: 1.00000; 165/5931 tok/s;     40 sec
[2018-11-21 14:11:18,208 INFO] Step 600/100000; acc:   4.83; ppl: 3121.48; xent: 8.05; lr: 1.00000; 352/5110 tok/s;     44 sec
[2018-11-21 14:11:21,526 INFO] Step 650/100000; acc:   3.80; ppl: 2070.01; xent: 7.64; lr: 1.00000; 272/6812 tok/s;     47 sec
[2018-11-21 14:11:25,481 INFO] Step 700/100000; acc:   2.92; ppl: 1398.20; xent: 7.24; lr: 1.00000; 275/6608 tok/s;     51 sec
[2018-11-21 14:11:28,965 INFO] Step 750/100000; acc:   2.92; ppl: 2262.90; xent: 7.72; lr: 1.00000; 296/6081 tok/s;     55 sec
[2018-11-21 14:11:32,732 INFO] Step 800/100000; acc:   2.86; ppl: 1381.08; xent: 7.23; lr: 1.00000; 256/7176 tok/s;     58 sec
[2018-11-21 14:11:36,538 INFO] Step 850/100000; acc:   2.97; ppl: 1263.79; xent: 7.14; lr: 1.00000; 236/7557 tok/s;     62 sec
[2018-11-21 14:11:39,952 INFO] Step 900/100000; acc:   6.94; ppl: 1300.77; xent: 7.17; lr: 1.00000; 526/1892 tok/s;     65 sec
